,caption,path_to_pic,artist_handle,date_posted
110,"LM5 (Deluxe) by Little Mix as requested by @jasonhaim 
 - 
LM5 is the fifth studio album by British girl group Little Mix, released on 16 November 2018. The album's lyrics centred on female empowerment, self love and body confidence, and issues faced by women, including the group's own personal experiences. 
 - 
@littlemix @friends #LittleMix #photoshop #record #album #chandlerholdingurfavalbum #chandlerLittleMix",generated/K6gMEAp8lY.jpg,littlemix,2021-07-07 13:12:21.806118
111,"The Rise and Fall of Ziggy Stardust and the… by David Bowie as requested by @l.a.mb 
 - 
The Rise and Fall of Ziggy Stardust and the Spiders from Mars (often shortened to Ziggy Stardust) is the fifth studio album by English musician David Bowie, released on 16 June 1972 in the UK by RCA Records. It was produced by Bowie and Ken Scott and features Bowie's backing band the Spiders from Mars — Mick Ronson, Trevor Bolder and Mick Woodmansey. 
 - 
@davidbowie @friends #DavidBowie #photoshop #record #album #chandlerholdingurfavalbum #chandlerDavidBowie",generated/eh9S7Ynca7.jpg,davidbowie,2021-07-07 13:12:48.933459
112,"Higher Truth by Chris Cornell as requested by @marialaurapanzeri 
 - 
Higher Truth is the fourth studio album by American rock musician Chris Cornell, and the final album to be released during his lifetime and his final album of original material. It was released on September 18, 2015. 
 - 
@chriscornellofficial @friends #ChrisCornell #photoshop #record #album #chandlerholdingurfavalbum #chandlerChrisCornell",generated/fQVAMPM1Xw.jpg,chriscornellofficial,2021-07-07 13:13:08.504597
113,"Sublime by Sublime as requested by @veggyboy 
 - 
Sublime was an American reggae rock and ska punk band from Long Beach, California, formed in 1988. The band's line-up, unchanged until their breakup, consisted of Bradley Nowell (vocals and guitar), Eric Wilson (bass), and Bud Gaugh (drums). 
 - 
@sublime @friends #Sublime #photoshop #record #album #chandlerholdingurfavalbum #chandlerSublime",generated/752RbtAX5R.jpg,sublime,2021-07-07 13:13:26.927421
114,"Three Cheers for Sweet Revenge by My Chemical Romance as requested by @svnnycrys 
 - 
Three Cheers for Sweet Revenge (often shortened to Three Cheers or Revenge) is the second studio album by American rock band My Chemical Romance, released on June 8, 2004, by Reprise Records. With this album, the band produced a cleaner sound than that of their 2002 debut I Brought You My Bullets, You Brought Me Your Love. 
 - 
@mychemicalromance @friends #MyChemicalRomance #photoshop #record #album #chandlerholdingurfavalbum #chandlerMyChemicalRomance",generated/PnNmB3Ezsp.jpg,mychemicalromance,2021-07-07 13:13:44.240143
115,"CALM by 5 Seconds of Summer as requested by @emma_leaskey 
 - 
Calm (stylised as C A L M, an acronym of the first letters of the band members' names, Calum, Ashton, Luke and Michael) is the fourth studio album by Australian pop rock band 5 Seconds of Summer, released on 27 March 2020. The album was a commercial success and received positive reviews from critics who praised the band's lyrical growth and maturity. 
 - 
@5sos @friends #5SecondsofSummer #photoshop #record #album #chandlerholdingurfavalbum #chandler5SecondsofSummer",generated/y02Cev3Wk7.jpg,5sos,2021-07-07 13:14:03.113257
116,"The Invisible Band by Travis as requested by @roni.pironi 
 - 
The Invisible Band is the third studio album by Scottish rock band Travis. It was first released on 11 June 2001 in the United Kingdom by Independiente and a day later in the United States by Epic Records. 
 - 
@travisscott @friends #Travis #photoshop #record #album #chandlerholdingurfavalbum #chandlerTravis",generated/nETCjTPCUI.jpg,travisscott,2021-07-07 13:14:25.194791
117,"2 by Mac DeMarco as requested by @h.arpermay 
 - 
2 is the debut full-length studio album by Canadian musician Mac DeMarco.  It was recorded in June 2012, and released in October 2012 on the Captured Tracks label. 
 - 
@macdememe.co @friends #MacDeMarco #photoshop #record #album #chandlerholdingurfavalbum #chandlerMacDeMarco",generated/jf8X1IKrK0.jpg,macdememe.co,2021-07-07 13:14:44.477106
118,"Scorpion by Eve as requested by @leticiathephrog 
 - 
Scorpion is the second studio album by American rapper Eve. It was released by Ruff Ryders Entertainment and Interscope Records on March 6, 2001, in the United States. 
 - 
@therealeve @friends #Eve #photoshop #record #album #chandlerholdingurfavalbum #chandlerEve",generated/DZVyhB9KWX.jpg,therealeve,2021-07-07 13:15:03.322772
119,"Chaos and Creation in the Backyard by Paul McCartney as requested by @groggyroggy 
 - 
Chaos and Creation in the Backyard is the thirteenth solo studio album by Paul McCartney, released in the UK on 12 October 2005 and in the US on 13 October. Some 18 months in the making, the set was produced by Radiohead and Beck collaborator Nigel Godrich at George Martin's suggestion. 
 - 
@paulmccartney @friends #PaulMcCartney #photoshop #record #album #chandlerholdingurfavalbum #chandlerPaulMcCartney",generated/KabcBjSpZ9.jpg,paulmccartney,2021-07-07 13:15:22.092594
120,"Circles by Mac Miller as requested by @hoang_nguyenlong_ 
 - 
Circles is the sixth and final studio album by American rapper and singer Mac Miller. It was released posthumously on January 17, 2020, by REMember Music and Warner Records, and was being worked on by Miller before his death in September 2018. 
 - 
@macmiller @friends #MacMiller #photoshop #record #album #chandlerholdingurfavalbum #chandlerMacMiller",generated/O9LMN39VJn.jpg,macmiller,2021-07-07 13:15:42.890807
121,"Little Broken Hearts by Norah Jones as requested by @saeedeh_abszd 
 - 
Little Broken Hearts (stylized as ...Little Broken Hearts) is the fifth studio album by American singer and songwriter Norah Jones, released on April 25, 2012, by Blue Note Records. The album was produced by Brian Burton, better known as Danger Mouse, who is notable for his production work with the Black Keys, Gnarls Barkley, and Beck among others.""Happy Pills"" was released as the album's lead single on March 6, 2012. 
 - 
@norahjones @friends #NorahJones #photoshop #record #album #chandlerholdingurfavalbum #chandlerNorahJones",generated/h1VK3Zj84x.jpg,norahjones,2021-07-07 13:16:02.203657
122,"Random Access Memories by Daft Punk as requested by @scottygeorge, @chaysense 
 - 
Random Access Memories is the fourth studio album by French electronic duo Daft Punk, released on 17 May 2013 through Columbia Records. The album pays tribute to late 1970s and early 1980s American music, particularly from Los Angeles. 
 - 
@daftpunk @friends #DaftPunk #photoshop #record #album #chandlerholdingurfavalbum #chandlerDaftPunk",generated/aTywhR6aeJ.jpg,daftpunk,2021-07-07 13:16:24.588976
123,"Total Life Forever by Foals as requested by @diegod_sc 
 - 
Total Life Forever is the second studio album by British indie rock band Foals, released on 10 May 2010 through Transgressive Records. Prior to the album's release, the band described it as sounding ""like the dream of an eagle dying"". 
 - 
@foals @friends #Foals #photoshop #record #album #chandlerholdingurfavalbum #chandlerFoals",generated/XecrXMRnWP.jpg,foals,2021-07-07 13:16:43.341649
124,"My Turn by Lil Baby as requested by @arog3rs 
 - 
My Turn is the second studio album by American rapper Lil Baby. It was released on February 28, 2020, by Capitol Records, Motown Records, Wolfpack Music Group, and Quality Control Music. 
 - 
@lilbaby @friends #LilBaby #photoshop #record #album #chandlerholdingurfavalbum #chandlerLilBaby",generated/VzCctClawS.jpg,lilbaby,2021-07-07 13:17:01.256237
125,"Truth Is by Sabrina Claudio as requested by @reis.thomas 
 - 
Truth Is is the second studio album by American singer Sabrina Claudio. It was released on October 4, 2019, by SC Entertainment. 
 - 
@sabrinaclaudio @friends #SabrinaClaudio #photoshop #record #album #chandlerholdingurfavalbum #chandlerSabrinaClaudio",generated/r9CwIXYp00.jpg,sabrinaclaudio,2021-07-08 08:24:50.522831
126,"Laugh Tracks by Knocked Loose as requested by @orchids_cattails 
 - 
Laugh Tracks is the debut studio album by American hardcore punk band Knocked Loose, released on September 16, 2016. The album was produced by Will Putney, producer and guitarist for the bands END and Fit For An Autopsy, in Belleville, New Jersey after a friend showed Knocked Loose's previous work to him and he gained a desire to produce their album. 
 - 
@knockedloosehc @friends #KnockedLoose #photoshop #record #album #chandlerholdingurfavalbum #chandlerKnockedLoose",generated/H4qCLrwQUu.jpg,knockedloosehc,2021-07-08 08:25:09.261501
127,"WE MAKE YOU by Seventeen as requested by @lleyl.f 
 - 
Seventeen (Korean: 세븐틴), also stylized as SEVENTEEN or SVT, is a South Korean boy band formed by Pledis Entertainment in 2015. The group consists of 13 members: S.Coups, Jeonghan, Joshua, Jun, Hoshi, Wonwoo, Woozi, DK, Mingyu, The8, Seungkwan, Vernon, and Dino. 
 - 
@saythename_17 @friends #Seventeen #photoshop #record #album #chandlerholdingurfavalbum #chandlerSeventeen",generated/GT0tV3LWym.jpg,saythename_17,2021-07-08 08:25:27.835083
128,"The Devil Put Dinosaurs Here by Alice in Chains as requested by @marialaurapanzeri 
 - 
The Devil Put Dinosaurs Here is the fifth studio album by the American rock band Alice in Chains, released on May 28, 2013 through Capitol Records (and the band's final album released by the label). It is the band's second reunion album. 
 - 
@aliceinchains @friends #AliceinChains #photoshop #record #album #chandlerholdingurfavalbum #chandlerAliceinChains",generated/jHU0bhZxuy.jpg,aliceinchains,2021-07-08 08:25:47.384866
129,"A Constant State of Ohio by Lincoln as requested by @value.fries 
 - 
The Lincoln Highway is one of the earliest transcontinental highway routes for automobiles across the United States of America. Conceived in 1912 by Indiana entrepreneur Carl G. Fisher, and formally dedicated October 31, 1913, the Lincoln Highway ran coast-to-coast from Times Square in New York City west to Lincoln Park in San Francisco, originally through 13 states: New York, New Jersey, Pennsylvania, Ohio, Indiana, Illinois, Iowa, Nebraska, Colorado, Wyoming, Utah, Nevada, and California. 
 - 
@lincoln @friends #Lincoln #photoshop #record #album #chandlerholdingurfavalbum #chandlerLincoln",generated/0VlyPK5vv4.jpg,lincoln,2021-07-08 08:26:07.365177
130,"How to Be a Human Being by Glass Animals as requested by @karinaboscolo, @minecraft_mangle 
 - 
How to Be a Human Being is the second studio album by English indie rock group Glass Animals. It was released on 26 August 2016 by Wolf Tone and Caroline International in Europe, and Harvest Records in the United States. 
 - 
@glassanimals @friends #GlassAnimals #photoshop #record #album #chandlerholdingurfavalbum #chandlerGlassAnimals",generated/rYuq9mpIRi.jpg,glassanimals,2021-07-08 08:26:25.902477
131,"A 20 Something Fuck by Two Feet as requested by @_nevaehthomas 
 - 
Zachary William ""Bill"" Dess, (born June 21, 1993), known by his stage name Two Feet, is an American singer, songwriter, and producer from New York City. He attended Tenafly High School in Tenafly, New Jersey.Dess used to play locally in jazz and blues ensembles before forming Two Feet. 
 - 
@twofeetmusic @friends #TwoFeet #photoshop #record #album #chandlerholdingurfavalbum #chandlerTwoFeet",generated/IxxKDvq7mB.jpg,twofeetmusic,2021-07-08 08:26:45.383982
132,"InnerSpeaker by Tame Impala as requested by @epsilonsword 
 - 
The discography of Tame Impala, a psychedelic rock project by the Australian musician Kevin Parker, consists of four studio albums, two live albums, three extended plays, eighteen singles and several collaborations and compilation appearances.
Tame Impala were formed in Perth in 2007 after Parker's home recordings on Myspace drew attention from the independent record label Modular Recordings. 
 - 
@tameimpala @friends #TameImpala #photoshop #record #album #chandlerholdingurfavalbum #chandlerTameImpala",generated/ma3uvVXl14.jpg,tameimpala,2021-07-08 08:27:05.231712
133,"IGOR by Tyler, The Creator as requested by @xoliviajones 
 - 
Igor (stylized in all caps) is the fifth studio album by American rapper and producer Tyler, the Creator. It was released on May 17, 2019, through Columbia Records. 
 - 
@feliciathegoat @friends #Tyler,TheCreator #photoshop #record #album #chandlerholdingurfavalbum #chandlerTyler,TheCreator",generated/MfqjHCWBLM.jpg,feliciathegoat,2021-07-08 08:27:22.895441
134,"Girl On Fire (Remixes) - EP by Alicia Keys as requested by @genesisbylaw 
 - 
""Girl on Fire"" is a song recorded by American singer-songwriter Alicia Keys for her fifth studio album of the same name. Keys co-wrote and co-produced the R&B ballad with Jeff Bhasker and Salaam Remi. 
 - 
@aliciakeys @friends #AliciaKeys #photoshop #record #album #chandlerholdingurfavalbum #chandlerAliciaKeys",generated/0dFZAHMKU4.jpg,aliciakeys,2021-07-08 08:27:44.341451
135,"Are You Experienced by Jimi Hendrix as requested by @streitsuechtig 
 - 
Are You Experienced is the debut studio album by the Jimi Hendrix Experience. Released in 1967, the LP was an immediate critical and commercial success, and it is widely regarded as one of the greatest debuts in the history of rock music. 
 - 
@jimihendrix @friends #JimiHendrix #photoshop #record #album #chandlerholdingurfavalbum #chandlerJimiHendrix",generated/yAx1JJ8uyj.jpg,jimihendrix,2021-07-08 08:28:08.335478
136,"Golden Hour by Kygo as requested by @elisapizzano 
 - 
Golden Hour is the third studio album by Norwegian tropical house DJ and record producer Kygo. It was released on 29 May 2020 by Sony Music. 
 - 
@kygomusic @friends #Kygo #photoshop #record #album #chandlerholdingurfavalbum #chandlerKygo",generated/vOIPnguGic.jpg,kygomusic,2021-07-08 08:28:27.900708
137,"Delaware by Drop Nineteens as requested by @phoebeskata 
 - 
Drop Nineteens were an American, Boston-based shoegaze band active from 1991 to 1995. They were one of the few U.S.-based bands who styled themselves on England's distinctive shoegaze sound, taking their inspiration from bands such as My Bloody Valentine, Slowdive, Th' Faith Healers, and Bleach. 
 - 
@drop.nineteens @friends #DropNineteens #photoshop #record #album #chandlerholdingurfavalbum #chandlerDropNineteens",generated/8LtKJIc82a.jpg,drop.nineteens,2021-07-08 08:28:46.410921
138,"dawn by mxmtoon as requested by @v.alvino_ 
 - 
Maia (born July 9, 2000), known professionally as mxmtoon, is an American singer-songwriter and YouTuber. She is known for singing and playing the ukulele, and is from Oakland, California. 
 - 
@mxmtoon @friends #mxmtoon #photoshop #record #album #chandlerholdingurfavalbum #chandlermxmtoon",generated/lPi9DbhviT.jpg,mxmtoon,2021-07-08 08:29:04.294863
139,"You by Larry Lovestein & The Velvet Revival as requested by @daspanishjawnn 
 - 
 
 - 
@ @friends #LarryLovestein&TheVelvetRevival #photoshop #record #album #chandlerholdingurfavalbum #chandlerLarryLovestein&TheVelvetRevival",generated/gaQYB6srDh.jpg,,2021-07-08 08:29:23.039592
140,"A Man Rose From The Dead by Scrim as requested by @spacecowboyjesus 
 - 
 
 - 
@yungxrist @friends #Scrim #photoshop #record #album #chandlerholdingurfavalbum #chandlerScrim",generated/66NjJEjNDd.jpg,yungxrist,2021-07-08 08:29:45.837100
141,"Salute (The Deluxe Edition) by Little Mix as requested by @ucatub__ 
 - 
 
 - 
@littlemix @friends #LittleMix #photoshop #record #album #chandlerholdingurfavalbum #chandlerLittleMix",generated/sdHuXSuW15.jpg,littlemix,2021-07-08 08:30:05.934884
142,"There Is No Threat by Anonymuz as requested by @apantherthatspink 
 - 
 
 - 
@anonymuzkilla @friends #Anonymuz #photoshop #record #album #chandlerholdingurfavalbum #chandlerAnonymuz",generated/Ww9XBSWv8D.jpg,anonymuzkilla,2021-07-08 08:30:27.959262
143,"Songs for the Deaf by Queens of the Stone Age as requested by @jpieters672 
 - 
Songs for the Deaf is the third studio album by American rock band Queens of the Stone Age, released on August 27, 2002 by Interscope Records. It features Dave Grohl of Nirvana and Foo Fighters on drums, alongside other guest musicians, and was the last Queens album to feature bassist Nick Oliveri. 
 - 
@queensofthestoneage @friends #QueensoftheStoneAge #photoshop #record #album #chandlerholdingurfavalbum #chandlerQueensoftheStoneAge",generated/CwZ4O8zYum.jpg,queensofthestoneage,2021-07-08 08:30:48.200736
144,"Let's Be Still by The Head and the Heart as requested by @connerhazen 
 - 
The Head and the Heart is an American indie folk band. They were formed in the summer of 2009 by Josiah Johnson (vocals, guitar, percussion) and Jonathan Russell (vocals, guitar, percussion). 
 - 
@theheadandtheheart @friends #TheHeadandtheHeart #photoshop #record #album #chandlerholdingurfavalbum #chandlerTheHeadandtheHeart",generated/UHyzRyfwQu.jpg,theheadandtheheart,2021-07-08 08:31:06.448958
145,"Zendaya by Zendaya as requested by @brubsml 
 - 
Zendaya Maree Stoermer Coleman ( zən-DAY-ə; born September 1, 1996) is an American actress and singer. She began her career as a child model and backup dancer before gaining prominence for her role as Rocky Blue on the Disney Channel sitcom Shake It Up (2010–2013). 
 - 
@zendaya @friends #Zendaya #photoshop #record #album #chandlerholdingurfavalbum #chandlerZendaya",generated/qZZnRGTvqL.jpg,zendaya,2021-07-08 08:31:25.950625
146,"Surrender by The Chemical Brothers as requested by @shinygeography 
 - 
Surrender is the third studio album by English electronic music duo The Chemical Brothers. It was released on 21 June 1999 in the United Kingdom by Freestyle Dust and Virgin Records and in the United States by Astralwerks. 
 - 
@thechemicalbrothers @friends #TheChemicalBrothers #photoshop #record #album #chandlerholdingurfavalbum #chandlerTheChemicalBrothers",generated/04AhzFJ7yN.jpg,thechemicalbrothers,2021-07-08 08:31:44.447356
147,"Greyer Than You Remember by Employed To Serve as requested by @macaronimunoz 
 - 
 
 - 
@employedtoserve @friends #EmployedToServe #photoshop #record #album #chandlerholdingurfavalbum #chandlerEmployedToServe",generated/0lIBc4gKWQ.jpg,employedtoserve,2021-07-08 08:32:03.638900
148,"Catch For Us The Foxes by mewithoutYou as requested by @sawfolk 
 - 
Catch for Us the Foxes is the second studio album by the Philadelphia indie rock band mewithoutYou, released on October 15, 2004 by Tooth & Nail Records.


== Reception ==
Catch for Us the Foxes reached a peak position of number 20 on the Billboard Top Heatseekers on October 23, 2004. 
 - 
@mewithoutyou @friends #mewithoutYou #photoshop #record #album #chandlerholdingurfavalbum #chandlermewithoutYou",generated/wda6vk90Vw.jpg,mewithoutyou,2021-07-08 08:32:23.552357
149,"Drunk by Thundercat as requested by @wizcats_ 
 - 
Drunk is the third studio album by American musician Thundercat. It was released on February 24, 2017 by Brainfeeder. 
 - 
@thundercatmusic @friends #Thundercat #photoshop #record #album #chandlerholdingurfavalbum #chandlerThundercat",generated/ezz25mpPnb.jpg,thundercatmusic,2021-07-08 08:32:41.616892
150,"The Suburbs by Arcade Fire as requested by @ash.cheek.bitches 
 - 
The Suburbs is the third studio album by Canadian indie rock band Arcade Fire, released on August 2, 2010. Coinciding with its announcement, the band released a limited edition 12-inch single containing the title track and ""Month of May"". 
 - 
@arcadefire @friends #ArcadeFire #photoshop #record #album #chandlerholdingurfavalbum #chandlerArcadeFire",generated/oFAMW8XAXj.jpg,arcadefire,2021-07-09 07:43:19.868077
151,"Confessions on a Dance Floor by Madonna as requested by @arranhughess 
 - 
Confessions on a Dance Floor is the tenth studio album by American singer and songwriter Madonna. It was released on November 9, 2005, by Warner Bros. 
 - 
@madonna @friends #Madonna #photoshop #record #album #chandlerholdingurfavalbum #chandlerMadonna",generated/Pakuni1yMa.jpg,madonna,2021-07-09 07:43:38.036431
152,"Souvlaki by Slowdive as requested by @haveyoumetyagiz 
 - 
Souvlaki is the second studio album by English rock band Slowdive. It was recorded in 1992, and released on 1 June 1993 by Creation Records. 
 - 
@slowdiveofficial @friends #Slowdive #photoshop #record #album #chandlerholdingurfavalbum #chandlerSlowdive",generated/sJqp5SypxV.jpg,slowdiveofficial,2021-07-09 07:43:58.607660
153,"Breakfast In America (Deluxe Edition) by Supertramp as requested by @tapedispenseraudrey 
 - 
Breakfast in America is the sixth studio album by the English rock band Supertramp, released by A&M Records on 29 March 1979. It was recorded in 1978 at The Village Recorder in Los Angeles. 
 - 
@rogerhodgson @friends #Supertramp #photoshop #record #album #chandlerholdingurfavalbum #chandlerSupertramp",generated/9ev7UgojC4.jpg,rogerhodgson,2021-07-09 07:44:16.656674
154,"1999 by Joey Bada$$ as requested by @leolonnhammar 
 - 
1999 is the debut mixtape by American rapper Joey Badass. It was released on June 12, 2012. 
 - 
@joeybadass @friends #JoeyBada$$ #photoshop #record #album #chandlerholdingurfavalbum #chandlerJoeyBada$$",generated/8ejzeDqUK3.jpg,joeybadass,2021-07-09 07:44:34.486498
155,"The Search by NF as requested by @eoghan.67, @carwynjak.e 
 - 
The Search is the fourth studio album by American hip hop artist NF. It was released on July 26, 2019, through NF Real Music and Caroline, and was preceded by the singles ""Why"", ""The Search"", ""When I Grow Up"" and ""Time"". NF embarked on a North American tour in September and October 2019 in support of the album. 
 - 
@nfrealmusic @friends #NF #photoshop #record #album #chandlerholdingurfavalbum #chandlerNF",generated/Z7hmXnCWTc.jpg,nfrealmusic,2021-07-09 07:44:56.012733
156,"The Fear Is Excruciating, But Therein Lies The Answer by Red Sparowes as requested by @kurtcobrainwashed 
 - 
The Fear Is Excruciating, but Therein Lies the Answer is the third studio album by post-rock band Red Sparowes, released April 6, 2010. 
 - 
@redsparowes @friends #RedSparowes #photoshop #record #album #chandlerholdingurfavalbum #chandlerRedSparowes",generated/eqXnuLnAYx.jpg,redsparowes,2021-07-09 07:45:14.901033
157,"Foolish Loving Spaces (Deluxe Edition) by Blossoms as requested by @julezbob, @alexwebsterrr 
 - 
Cool Like You is the second studio album by English indie pop band Blossoms. It was released in the United Kingdom on 27 April 2018, by Virgin EMI Records. 
 - 
@blossomsband @friends #Blossoms #photoshop #record #album #chandlerholdingurfavalbum #chandlerBlossoms",generated/1rzIfEUcz0.jpg,blossomsband,2021-07-09 07:45:33.541632
158,"Chilombo by Jhené Aiko as requested by @iisabellasalciido 
 - 
Chilombo is the third studio album by American singer Jhené Aiko. It was released on March 6, 2020, by ArtClub International, ARTium Recordings, and Def Jam Recordings. 
 - 
@jheneaiko @friends #JhenéAiko #photoshop #record #album #chandlerholdingurfavalbum #chandlerJhenéAiko",generated/bgfMA8EI1R.jpg,jheneaiko,2021-07-09 07:45:51.134919
159,"Fearless (Taylor's Version) by Taylor Swift as requested by @madiesherbondy 
 - 
Fearless (Taylor's Version) is the first re-recorded album by American singer-songwriter Taylor Swift, released on April 9, 2021, through Republic Records. It is a re-recording of Swift's second studio album, Fearless (2008), and the first of six re-recorded albums Swift plans to release, following the dispute regarding ownership of the masters to her first six studio albums. 
 - 
@taylorswift @friends #TaylorSwift #photoshop #record #album #chandlerholdingurfavalbum #chandlerTaylorSwift",generated/KSimyVHv9p.jpg,taylorswift,2021-07-09 07:46:14.931726
160,"(What's the Story) Morning Glory? by Oasis as requested by @hugo.howee 
 - 
(What's the Story) Morning Glory? is the second studio album by English rock band Oasis. 
 - 
@oasis @friends #Oasis #photoshop #record #album #chandlerholdingurfavalbum #chandlerOasis",generated/wdKuEcvBX3.jpg,oasis,2021-07-09 07:46:33.124955
161,"boy. by offonoff as requested by @_softmath 
 - 
Off On Off (Hangul: 오프온오프, stylized as offonoff) is a South Korean duo under HIGHGRND in Seoul, South Korea. They debuted on September 21, 2016, with ""Bath"". 
 - 
@realoffonoff @friends #offonoff #photoshop #record #album #chandlerholdingurfavalbum #chandleroffonoff",generated/rHOemv0U61.jpg,realoffonoff,2021-07-09 07:46:51.102999
162,"Good Faith by Madeon as requested by @zarabp1 
 - 
Good Faith is the second studio album by French DJ and record producer Madeon. It was released on 15 November 2019 through Columbia Records. 
 - 
@madeon @friends #Madeon #photoshop #record #album #chandlerholdingurfavalbum #chandlerMadeon",generated/wA1c8uUZpA.jpg,madeon,2021-07-09 07:47:11.469762
163,"Take Me Home: Yearbook Edition by One Direction as requested by @http.cadu, @sadiegamble_, @falsegvcci, @katiea2003 
 - 
Take Me Home is the second studio album by British-Irish boy band One Direction, released on 9 November 2012 by Syco Music and Columbia Records. As a follow-up to One Direction's internationally successful debut album Up All Night (2011), Take Me Home was written in groups and has an average of just under five songwriters per track. 
 - 
@onedirection @friends #OneDirection #photoshop #record #album #chandlerholdingurfavalbum #chandlerOneDirection",generated/yz6MiCXqv3.jpg,onedirection,2021-07-09 07:47:30.480396
164,"Lighter by Donna Missal as requested by @clara.riggio 
 - 
Donna Joy Missal is an American singer-songwriter from New Jersey.


== Early life and career ==
Missal's grandmother was a songwriter in the 1940s; her father was a musician in the 1980s. 
 - 
@donnamissal @friends #DonnaMissal #photoshop #record #album #chandlerholdingurfavalbum #chandlerDonnaMissal",generated/L2QTmpoU6R.jpg,donnamissal,2021-07-09 07:47:48.716449
165,"Cam'Ron Presents The Diplomats - Diplomatic Immunity by The Diplomats as requested by @gregw2121 
 - 
 
 - 
@officialdipset @friends #TheDiplomats #photoshop #record #album #chandlerholdingurfavalbum #chandlerTheDiplomats",generated/RAA3Lv3jRV.jpg,officialdipset,2021-07-09 07:48:08.680761
166,"Sonder Son by Brent Faiyaz as requested by @verotsunami 
 - 
Christopher Brent Wood (born September 19, 1995), better known by his stage name Brent Faiyaz, is a American singer from Columbia, Maryland.


== Early life ==
Born to a Dominican father and an African American mother, Faiyaz started making music at the age of 12. 
 - 
@brentfaiyaz @friends #BrentFaiyaz #photoshop #record #album #chandlerholdingurfavalbum #chandlerBrentFaiyaz",generated/BwVn7XNwU0.jpg,brentfaiyaz,2021-07-09 07:48:26.061535
167,"Survived the Great Flood by Man is not a Bird as requested by @aidan_mclaren 
 - 
""Paul is dead"" is an urban legend and conspiracy theory alleging that English musician Paul McCartney of the Beatles died on 9 November 1966 and was secretly replaced by a look-alike. The rumour began circulating around 1967, but grew in popularity after being reported on American college campuses in late 1969. 
 - 
@jackisnotabird @friends #ManisnotaBird #photoshop #record #album #chandlerholdingurfavalbum #chandlerManisnotaBird",generated/VdaXM6okBN.jpg,jackisnotabird,2021-07-09 07:48:46.005441
168,"Post by Björk as requested by @harrycheever 
 - 
Post is the second studio album by Icelandic recording artist Björk, released on 13 June 1995 in the United Kingdom by One Little Indian and in the United States by Elektra Entertainment. Continuing the style developed on her first album Debut (1993), Post features an eclectic mixture of electronic and dance styles such as techno, trip hop, IDM, and house, but also ambient, jazz, industrial, and experimental music. 
 - 
@bjork @friends #Björk #photoshop #record #album #chandlerholdingurfavalbum #chandlerBjörk",generated/oEmTypzpKU.jpg,bjork,2021-07-09 07:49:05.326868
169,"Gigaton by Pearl Jam as requested by @thamsss 
 - 
Gigaton is the eleventh studio album by American rock band Pearl Jam, released March 27, 2020. It was preceded by the singles ""Dance of the Clairvoyants"", ""Superblood Wolfmoon"" and ""Quick Escape"". 
 - 
@pearljam @friends #PearlJam #photoshop #record #album #chandlerholdingurfavalbum #chandlerPearlJam",generated/vI6YFwQzB4.jpg,pearljam,2021-07-09 07:49:24.853866
170,"Riding with the King by B.B. King & Eric Clapton as requested by @marialaurapanzeri 
 - 
Riding with the King is a blues album by Eric Clapton and B.B. King that was released in 2000. It was their first collaborative album and won the 2000 Grammy Award for Best Traditional Blues Album. 
 - 
@ @friends #B.B.King&EricClapton #photoshop #record #album #chandlerholdingurfavalbum #chandlerB.B.King&EricClapton",generated/Y7T7VF9U2c.jpg,,2021-07-09 07:49:43.581264
171,"LIFE'S A TRIP by Trippie Redd as requested by @scarlettvictorr 
 - 
Life's a Trip (stylized in all caps) is the debut studio album by American rapper and singer Trippie Redd. It was released on August 10, 2018, by TenThousand Projects and Caroline Distribution. 
 - 
@trippieredd @friends #TrippieRedd #photoshop #record #album #chandlerholdingurfavalbum #chandlerTrippieRedd",generated/vsISOZzXzB.jpg,trippieredd,2021-07-09 07:50:01.258237
172,"Mura Masa by Mura Masa as requested by @sara.steenput 
 - 
Alexander Crossan (born 5 April 1996), also known by the stage name Mura Masa, is a Guernsey-born  electronic music producer, songwriter and multi-instrumentalist. Crossan is perhaps best known for his song ""Lovesick"", which reached number one on the Spotify Viral charts in the United Kingdom and the United States.Crossan's self-titled debut album was nominated for Best Dance/Electronic Album and Best Recording Package at the 60th Annual Grammy Awards, making him the first artist to be nominated as both a musician and creative director for the same album. 
 - 
@the_mura_masa @friends #MuraMasa #photoshop #record #album #chandlerholdingurfavalbum #chandlerMuraMasa",generated/VZKUStgii1.jpg,the_mura_masa,2021-07-09 07:50:19.498685
173,"Graduation by Kanye West as requested by @camuelg, @arog3rs 
 - 
Graduation is the third studio album by American rapper and producer Kanye West, released on September 11, 2007, through Def Jam Recordings and Roc-A-Fella Records. Recording sessions took place between 2005 and 2007 at several studios in New York and Los Angeles. 
 - 
@kanyewest @friends #KanyeWest #photoshop #record #album #chandlerholdingurfavalbum #chandlerKanyeWest",generated/OYLSbDKz8o.jpg,kanyewest,2021-07-09 07:50:44.067340
174,"Wild Heart by Current Joys as requested by @alexis.irvine_, @ale.x.morrell 
 - 
Nicholas Foster Rattigan (born August 6, 1992) is an American singer-songwriter, multi-instrumentalist, vocalist, journalist and music video director, originating from Reno, Nevada. He currently releases music under the moniker Current Joys. 
 - 
@currentjoys @friends #CurrentJoys #photoshop #record #album #chandlerholdingurfavalbum #chandlerCurrentJoys",generated/GNb22TJoaZ.jpg,currentjoys,2021-07-09 07:51:01.964657
